transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale,,
1445,2022-04-19,06:16:00,31,Female,53,Electronics,1,300,129,300,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1445','44670', 0.261111111111111,31,'Female',53,'Electronics',1,300,129,300),"
1787,2022-05-30,07:42:00,104,Male,41,Electronics,1,25,10,25,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1787','44711', 0.320833333333333,104,'Male',41,'Electronics',1,25,10,25),"
49,2022-09-17,10:33:00,37,Female,54,Electronics,2,500,255,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('49','44821', 0.439583333333333,37,'Female',54,'Electronics',2,500,255,1000),"
420,2022-01-02,10:53:00,28,Female,22,Clothing,4,500,200,2000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('420','44563', 0.453472222222222,28,'Female',22,'Clothing',4,500,200,2000),"
519,2022-04-08,10:17:00,52,Female,36,Electronics,4,30,16.5,120,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('519','44659', 0.428472222222222,52,'Female',36,'Electronics',4,30,16.5,120),"
1049,2022-05-16,06:36:00,143,Female,54,Electronics,2,500,125,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1049','44697', 0.275,143,'Female',54,'Electronics',2,500,125,1000),"
1420,2022-04-15,07:01:00,138,Female,22,Clothing,4,500,205,2000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1420','44666', 0.292361111111111,138,'Female',22,'Clothing',4,500,205,2000),"
1519,2022-01-08,07:35:00,139,Female,36,Electronics,4,30,9.3,120,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1519','44569', 0.315972222222222,139,'Female',36,'Electronics',4,30,9.3,120),"
64,2022-11-15,06:34:00,7,Male,49,Clothing,4,25,8.5,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('64','44880', 0.273611111111111,7,'Male',49,'Clothing',4,25,8.5,100),"
592,2022-12-26,09:15:00,77,Female,46,Beauty,4,500,275,2000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('592','44921', 0.385416666666667,77,'Female',46,'Beauty',4,500,275,2000),"
912,2022-10-31,06:18:00,122,Male,51,Beauty,3,50,20.5,150,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('912','44865', 0.2625,122,'Male',51,'Beauty',3,50,20.5,150),"
1064,2022-04-14,10:38:00,49,Male,49,Clothing,4,25,13.75,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1064','44665', 0.443055555555556,49,'Male',49,'Clothing',4,25,13.75,100),"
1592,2022-03-16,09:08:00,81,Female,46,Beauty,4,500,155,2000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1592','44636', 0.380555555555556,81,'Female',46,'Beauty',4,500,155,2000),"
1912,2022-05-27,07:40:00,146,Male,51,Beauty,3,50,22,150,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1912','44708', 0.319444444444444,146,'Male',51,'Beauty',3,50,22,150),"
134,2022-08-25,09:03:00,132,Male,49,Electronics,1,50,16,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('134','44798', 0.377083333333333,132,'Male',49,'Electronics',1,50,16,50),"
1134,2022-08-05,09:04:00,106,Male,49,Electronics,1,50,24,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1134','44778', 0.377777777777778,106,'Male',49,'Electronics',1,50,24,50),"
288,2022-05-02,09:59:00,27,Male,28,Clothing,4,30,12,120,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('288','44683', 0.415972222222222,27,'Male',28,'Clothing',4,30,12,120),"
323,2022-01-21,08:22:00,97,Female,29,Beauty,3,300,150,900,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('323','44582', 0.348611111111111,97,'Female',29,'Beauty',3,300,150,900),"
618,2022-10-13,10:22:00,5,Female,27,Beauty,1,50,26,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('618','44847', 0.431944444444444,5,'Female',27,'Beauty',1,50,26,50),"
720,2022-04-08,08:50:00,116,Female,56,Beauty,3,500,235,1500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('720','44659', 0.368055555555556,116,'Female',56,'Beauty',3,500,235,1500),"
1288,2022-04-05,11:56:00,26,Male,28,Clothing,4,30,9,120,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1288','44656', 0.497222222222222,26,'Male',28,'Clothing',4,30,9,120),"
1323,2022-08-15,10:49:00,136,Female,29,Beauty,3,300,114,900,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1323','44788', 0.450694444444444,136,'Female',29,'Beauty',3,300,114,900),"
1618,2022-09-15,06:27:00,118,Female,27,Beauty,1,50,13.5,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1618','44819', 0.26875,118,'Female',27,'Beauty',1,50,13.5,50),"
1720,2022-10-10,08:51:00,28,Female,56,Beauty,3,500,190,1500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1720','44844', 0.36875,28,'Female',56,'Beauty',3,500,190,1500),"
415,2022-01-05,09:59:00,85,Male,53,Clothing,2,30,8.1,60,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('415','44566', 0.415972222222222,85,'Male',53,'Clothing',2,30,8.1,60),"
736,2022-12-18,08:30:00,97,Male,29,Clothing,4,25,9.75,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('736','44913', 0.354166666666667,97,'Male',29,'Clothing',4,25,9.75,100),"
929,2022-03-11,10:18:00,40,Female,23,Beauty,3,25,10.5,75,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('929','44631', 0.429166666666667,40,'Female',23,'Beauty',3,25,10.5,75),"
1415,2022-03-06,07:11:00,146,Male,53,Clothing,2,30,15.3,60,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1415','44626', 0.299305555555556,146,'Male',53,'Clothing',2,30,15.3,60),"
1736,2022-08-28,08:57:00,87,Male,29,Clothing,4,25,10.25,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1736','44801', 0.372916666666667,87,'Male',29,'Clothing',4,25,10.25,100),"
1929,2022-09-15,06:50:00,62,Female,23,Beauty,3,25,12.75,75,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1929','44819', 0.284722222222222,62,'Female',23,'Beauty',3,25,12.75,75),"
264,2022-12-26,11:03:00,111,Male,47,Clothing,3,300,150,900,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('264','44921', 0.460416666666667,111,'Male',47,'Clothing',3,300,150,900),"
913,2022-10-12,10:52:00,78,Male,29,Electronics,3,30,16.5,90,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('913','44846', 0.452777777777778,78,'Male',29,'Electronics',3,30,16.5,90),"
940,2022-01-05,08:11:00,46,Female,20,Electronics,1,30,9.6,30,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('940','44566', 0.340972222222222,46,'Female',20,'Electronics',1,30,9.6,30),"
1264,2022-05-27,09:23:00,82,Male,47,Clothing,3,300,123,900,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1264','44708', 0.390972222222222,82,'Male',47,'Clothing',3,300,123,900),"
1913,2022-06-23,07:10:00,101,Male,29,Electronics,3,30,14.1,90,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1913','44735', 0.298611111111111,101,'Male',29,'Electronics',3,30,14.1,90),"
1940,2022-06-15,09:47:00,56,Female,20,Electronics,1,30,11.1,30,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1940','44727', 0.407638888888889,56,'Female',20,'Electronics',1,30,11.1,30),"
101,2022-01-08,08:46:00,24,Male,32,Clothing,2,300,135,600,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('101','44569', 0.365277777777778,24,'Male',32,'Clothing',2,300,135,600),"
1101,2022-05-17,07:47:00,15,Male,32,Clothing,2,300,132,600,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1101','44698', 0.324305555555556,15,'Male',32,'Clothing',2,300,132,600),"
189,2022-01-02,09:44:00,143,Male,63,Beauty,1,50,14.5,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('189','44563', 0.405555555555556,143,'Male',63,'Beauty',1,50,14.5,50),"
317,2022-05-04,07:54:00,117,Male,22,Electronics,3,30,12,90,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('317','44685', 0.329166666666667,117,'Male',22,'Electronics',3,30,12,90),"
322,2022-10-19,06:11:00,13,Male,51,Electronics,1,500,125,500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('322','44853', 0.257638888888889,13,'Male',51,'Electronics',1,500,125,500),"
329,2022-10-27,07:42:00,52,Female,46,Electronics,4,25,8,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('329','44861', 0.320833333333333,52,'Female',46,'Electronics',4,25,8,100),"
1189,2022-12-07,06:08:00,104,Male,63,Beauty,1,50,20.5,50,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1189','44902', 0.255555555555556,104,'Male',63,'Beauty',1,50,20.5,50),"
1317,2022-08-25,08:02:00,144,Male,22,Electronics,3,30,12,90,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1317','44798', 0.334722222222222,144,'Male',22,'Electronics',3,30,12,90),"
1322,2022-11-14,09:56:00,10,Male,51,Electronics,1,500,250,500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1322','44879', 0.413888888888889,10,'Male',51,'Electronics',1,500,250,500),"
1329,2022-01-27,10:39:00,119,Female,46,Electronics,4,25,9.25,100,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1329','44588', 0.44375,119,'Female',46,'Electronics',4,25,9.25,100),"
235,2022-03-10,10:13:00,132,Female,23,Electronics,2,500,275,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('235','44630', 0.425694444444444,132,'Female',23,'Electronics',2,500,275,1000),"
300,2022-01-08,09:41:00,138,Female,19,Electronics,4,50,26.5,200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('300','44569', 0.403472222222222,138,'Female',19,'Electronics',4,50,26.5,200),"
964,2022-08-26,08:18:00,15,Male,24,Clothing,3,300,156,900,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('964','44799', 0.345833333333333,15,'Male',24,'Clothing',3,300,156,900),"
1235,2022-04-04,06:44:00,87,Female,23,Electronics,2,500,220,1000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1235','44655', 0.280555555555556,87,'Female',23,'Electronics',2,500,220,1000),"
1300,2022-08-08,08:57:00,7,Female,19,Electronics,4,50,24,200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1300','44781', 0.372916666666667,7,'Female',19,'Electronics',4,50,24,200),"
1964,2022-08-02,08:27:00,115,Male,24,Clothing,3,300,111,900,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1964','44775', 0.352083333333333,115,'Male',24,'Clothing',3,300,111,900),"
269,2022-09-19,11:31:00,87,Male,25,Clothing,4,500,250,2000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('269','44823', 0.479861111111111,87,'Male',25,'Clothing',4,500,250,2000),"
320,2022-04-20,08:35:00,57,Female,28,Electronics,4,300,159,1200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('320','44671', 0.357638888888889,57,'Female',28,'Electronics',4,300,159,1200),"
673,2022-07-04,10:14:00,18,Female,43,Clothing,3,500,270,1500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('673','44746', 0.426388888888889,18,'Female',43,'Clothing',3,500,270,1500),"
1269,2022-01-01,08:09:00,71,Male,25,Clothing,4,500,145,2000,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1269','44562', 0.339583333333333,71,'Male',25,'Clothing',4,500,145,2000),"
1320,2022-11-02,11:55:00,102,Female,28,Electronics,4,300,84,1200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1320','44867', 0.496527777777778,102,'Female',28,'Electronics',4,300,84,1200),"
1673,2022-06-14,07:36:00,42,Female,43,Clothing,3,500,185,1500,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('1673','44726', 0.316666666666667,42,'Female',43,'Clothing',3,500,185,1500),"
142,2022-04-08,10:05:00,61,Male,35,Electronics,4,300,138,1200,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('142','44659', 0.420138888888889,61,'Male',35,'Electronics',4,300,138,1200),"
223,2022-01-15,11:18:00,61,Female,64,Clothing,1,25,12,25,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('223','44576', 0.470833333333333,61,'Female',64,'Clothing',1,25,12,25),"
666,2022-03-03,10:59:00,49,Male,51,Electronics,3,50,16,150,,"insert into Retail_sales (transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale) values ('666','44623', 0.457638888888889,49,'Male',51,'Electronics',3,50,16,150),"
